0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80001.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80001.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80001.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80002.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80002.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80002.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80002.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80002.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80002.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80002.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80002.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80002.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80002.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
0.000000,6.000000,0.000000,0.000000,31565.000000,31540.000000,31565.000000,80002.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,1,0,0,0
